ID,Dam,Sire
456,25,
457,25,
458,25,
459,25,
460,25,
461,5,
462,6,
463,14,
464,11,
465,11,
466,11,
467,22,
468,22,
469,22,
470,23,
471,23,
472,23,
473,24,
474,24,
475,24,
476,24,
477,24,
478,2,
479,2,
480,2,
481,2,
482,3,
483,3,
484,3,
485,3,
486,3,
487,21,
488,21,
489,19,
490,19,
491,20,
492,20,
493,20,
494,18,
495,18,
496,26,261
497,26,261
498,26,261
499,26,261
500,26,261
501,27,262
502,27,262
503,27,262
504,27,262
505,27,262
506,28,263
507,28,263
508,28,263
509,28,263
510,28,263
511,29,264
512,29,264
513,29,264
514,29,264
515,29,264
516,30,265
517,30,265
518,30,265
519,30,265
520,30,265
521,30,265
522,31,266
523,31,266
524,31,266
525,31,266
526,31,266
527,31,266
528,32,267
529,32,267
530,32,267
531,32,267
532,33,268
533,33,268
534,33,268
535,33,268
536,33,268
537,34,269
538,34,269
539,34,269
540,34,269
541,34,269
542,35,270
543,35,270
544,35,270
545,35,270
546,35,270
547,35,270
548,36,271
549,36,271
550,36,271
551,37,272
552,37,272
553,37,272
554,37,272
555,38,273
556,38,273
557,38,273
558,38,273
559,38,273
560,39,274
561,39,274
562,39,274
563,39,274
564,39,274
565,40,275
566,40,275
567,40,275
568,40,275
569,40,275
570,41,276
571,41,276
572,41,276
573,41,276
574,41,276
575,41,276
576,42,277
577,42,277
578,42,277
579,42,277
580,43,278
581,44,279
582,44,279
583,44,279
584,44,279
585,45,280
586,45,280
587,45,280
588,45,280
589,46,281
590,46,281
591,46,281
592,46,281
593,46,281
594,46,281
595,46,281
596,47,282
597,47,282
598,47,282
599,47,282
600,47,282
601,48,283
602,48,283
603,48,283
604,48,283
605,48,283
606,49,284
607,50,285
608,50,285
609,50,285
610,50,285
611,50,285
612,51,286
613,51,286
614,51,286
615,51,286
616,51,286
617,51,286
618,52,287
619,52,287
620,52,287
621,52,287
622,53,288
623,53,288
624,53,288
625,53,288
626,53,288
627,54,289
628,55,290
629,55,290
630,55,290
631,55,290
632,55,290
633,56,291
634,56,291
635,56,291
636,56,291
637,56,291
638,56,291
639,57,292
640,57,292
641,57,292
642,57,292
643,57,292
644,57,292
645,58,293
646,58,293
647,58,293
648,58,293
649,58,293
650,59,294
651,59,294
652,59,294
653,59,294
654,59,294
655,59,294
656,60,295
657,61,296
658,61,296
659,61,296
660,61,296
661,61,296
662,61,296
663,62,297
664,62,297
665,62,297
666,62,297
667,62,297
668,62,297
669,63,298
670,63,298
671,63,298
672,63,298
673,63,298
674,63,298
675,64,299
676,64,299
677,64,299
678,64,299
679,64,299
680,64,299
681,65,300
682,65,300
683,65,300
684,65,300
685,65,300
686,66,301
687,66,301
688,66,301
689,66,301
690,66,301
691,67,302
692,67,302
693,67,302
694,67,302
695,68,303
696,68,303
697,68,303
698,68,303
699,68,303
700,68,303
701,69,304
702,69,304
703,69,304
704,69,304
705,69,304
706,69,304
707,70,305
708,70,305
709,70,305
710,70,305
711,70,305
712,71,306
713,71,306
714,71,306
715,72,307
716,72,307
717,72,307
718,72,307
719,72,307
720,72,307
721,73,308
722,73,308
723,73,308
724,73,308
725,73,308
726,73,308
727,74,309
728,74,309
729,74,309
730,74,309
731,74,309
732,75,310
733,75,310
734,75,310
735,75,310
736,75,310
737,76,311
738,76,311
739,76,311
740,76,311
741,76,311
742,77,312
743,77,312
744,77,312
745,77,312
746,77,312
747,78,313
748,78,313
749,78,313
750,78,313
751,78,313
752,79,314
753,79,314
754,79,314
755,79,314
756,80,315
757,80,315
758,80,315
759,80,315
760,80,315
761,81,316
762,81,316
763,81,316
764,81,316
765,81,316
766,82,317
767,82,317
768,82,317
769,82,317
770,82,317
771,82,317
772,83,318
773,83,318
774,83,318
775,83,318
776,83,318
777,84,319
778,84,319
779,84,319
780,84,319
781,84,319
782,85,320
783,85,320
784,85,320
785,85,320
786,85,320
787,85,320
788,86,321
789,86,321
790,86,321
791,86,321
792,87,322
793,87,322
794,87,322
795,87,322
796,88,323
797,88,323
798,88,323
799,88,323
800,88,323
801,88,323
802,89,324
803,89,324
804,89,324
805,89,324
806,89,324
807,90,325
808,90,325
809,90,325
810,90,325
811,90,325
812,90,325
813,90,325
814,91,326
815,92,327
816,92,327
817,92,327
818,92,327
819,93,328
820,93,328
821,93,328
822,93,328
823,93,328
824,94,329
825,95,330
826,95,330
827,96,331
828,96,331
829,96,331
830,96,331
831,96,331
832,96,331
833,97,332
834,97,332
835,97,332
836,97,332
837,97,332
838,97,332
839,98,333
840,98,333
841,98,333
842,98,333
843,98,333
844,98,333
845,99,334
846,99,334
847,99,334
848,99,334
849,99,334
850,100,335
851,100,335
852,100,335
853,100,335
854,100,335
855,101,336
856,101,336
857,101,336
858,101,336
859,102,337
860,103,338
861,103,338
862,103,338
863,103,338
864,103,338
865,104,339
866,105,340
867,106,341
868,106,341
869,106,341
870,106,341
871,106,341
872,107,342
873,107,342
874,107,342
875,107,342
876,107,342
877,108,343
878,108,343
879,108,343
880,108,343
881,109,344
882,109,344
883,109,344
884,109,344
885,109,344
886,110,345
887,110,345
888,110,345
889,110,345
890,111,346
891,111,346
892,111,346
893,111,346
894,111,346
895,111,346
896,112,347
897,112,347
898,112,347
899,112,347
900,113,348
901,114,349
902,114,349
903,114,349
904,114,349
905,114,349
906,114,349
907,115,350
908,115,350
909,115,350
910,115,350
911,115,350
912,116,351
913,116,351
914,116,351
915,116,351
916,116,351
917,117,352
918,117,352
919,117,352
920,117,352
921,117,352
922,117,352
923,118,353
924,118,353
925,118,353
926,118,353
927,118,353
928,119,354
929,119,354
930,119,354
931,119,354
932,120,355
933,120,355
934,120,355
935,120,355
936,120,355
937,120,355
938,120,355
939,121,356
940,121,356
941,121,356
942,121,356
943,121,356
944,122,357
945,122,357
946,122,357
947,122,357
948,122,357
949,122,357
950,123,358
951,124,359
952,124,359
953,124,359
954,124,359
955,124,359
956,124,359
957,125,360
958,125,360
959,125,360
960,125,360
961,125,360
962,126,361
963,126,361
964,126,361
965,126,361
966,126,361
967,126,361
968,127,362
969,127,362
970,127,362
971,127,362
972,128,363
973,128,363
974,128,363
975,128,363
976,128,363
977,129,364
978,129,364
979,129,364
980,129,364
981,130,365
982,131,366
983,131,366
984,131,366
985,131,366
986,132,367
987,132,367
988,132,367
989,132,367
990,132,367
991,133,368
992,133,368
993,133,368
994,133,368
995,133,368
996,134,369
997,134,369
998,134,369
999,134,369
1000,134,369
1001,135,370
1002,135,370
1003,135,370
1004,135,370
1005,135,370
1006,135,370
1007,136,371
1008,136,371
1009,136,371
1010,136,371
1011,136,371
1012,136,371
1013,137,372
1014,137,372
1015,137,372
1016,137,372
1017,138,373
1018,138,373
1019,138,373
1020,138,373
1021,138,373
1022,139,374
1023,139,374
1024,139,374
1025,139,374
1026,139,374
1027,139,374
1028,140,375
1029,140,375
1030,140,375
1031,140,375
1032,140,375
1033,140,375
1034,141,376
1035,141,376
1036,141,376
1037,142,377
1038,142,377
1039,142,377
1040,142,377
1041,143,378
1042,143,378
1043,143,378
1044,143,378
1045,143,378
1046,143,378
1047,144,379
1048,144,379
1049,144,379
1050,144,379
1051,145,380
1052,145,380
1053,145,380
1054,145,380
1055,146,381
1056,147,382
1057,148,383
1058,149,384
1059,149,384
1060,149,384
1061,149,384
1062,149,384
1063,150,385
1064,150,385
1065,150,385
1066,150,385
1067,150,385
1068,151,386
1069,151,386
1070,151,386
1071,151,386
1072,151,386
1073,151,386
1074,152,387
1075,153,388
1076,154,389
1077,154,389
1078,154,389
1079,154,389
1080,155,390
1081,156,391
1082,156,391
1083,156,391
1084,156,391
1085,156,391
1086,156,391
1087,157,392
1088,157,392
1089,157,392
1090,157,392
1091,157,392
1092,157,392
1093,158,393
1094,158,393
1095,158,393
1096,158,393
1097,158,393
1098,158,393
1099,159,394
1100,159,394
1101,159,394
1102,159,394
1103,159,394
1104,160,395
1105,160,395
1106,160,395
1107,160,395
1108,160,395
1109,161,396
1110,161,396
1111,162,397
1112,162,397
1113,162,397
1114,162,397
1115,162,397
1116,163,398
1117,163,398
1118,163,398
1119,163,398
1120,163,398
1121,164,399
1122,164,399
1123,164,399
1124,164,399
1125,164,399
1126,164,399
1127,165,400
1128,165,400
1129,165,400
1130,165,400
1131,165,400
1132,165,400
1133,166,401
1134,166,401
1135,166,401
1136,166,401
1137,166,401
1138,166,401
1139,167,402
1140,167,402
1141,167,402
1142,167,402
1143,167,402
1144,168,403
1145,168,403
1146,168,403
1147,168,403
1148,168,403
1149,168,403
1150,169,404
1151,169,404
1152,169,404
1153,169,404
1154,169,404
1155,169,404
1156,170,405
1157,170,405
1158,170,405
1159,170,405
1160,170,405
1161,171,406
1162,171,406
1163,171,406
1164,171,406
1165,171,406
1166,172,407
1167,172,407
1168,172,407
1169,172,407
1170,172,407
1171,172,407
1172,173,408
1173,173,408
1174,173,408
1175,173,408
1176,174,409
1177,174,409
1178,175,410
1179,176,411
1180,176,411
1181,176,411
1182,176,411
1183,176,411
1184,176,411
1185,177,412
1186,177,412
1187,177,412
1188,177,412
1189,178,413
1190,178,413
1191,179,414
1192,179,414
1193,180,415
1194,180,415
1195,180,415
1196,180,415
1197,180,415
1198,180,415
1199,180,415
1200,181,416
1201,182,417
1202,182,417
1203,182,417
1204,182,417
1205,182,417
1206,182,417
1207,183,418
1208,183,418
1209,183,418
1210,183,418
1211,183,418
1212,184,419
1213,184,419
1214,184,419
1215,184,419
1216,185,420
1217,185,420
1218,185,420
1219,185,420
1220,185,420
1221,185,420
1222,185,420
1223,186,421
1224,186,421
1225,186,421
1226,186,421
1227,186,421
1228,186,421
1229,187,422
1230,187,422
1231,187,422
1232,187,422
1233,187,422
1234,187,422
1235,188,423
1236,188,423
1237,188,423
1238,189,424
1239,189,424
1240,189,424
1241,189,424
1242,189,424
1243,189,424
1244,190,425
1245,190,425
1246,190,425
1247,190,425
1248,190,425
1249,191,426
1250,191,426
1251,191,426
1252,192,427
1253,192,427
1254,192,427
1255,192,427
1256,192,427
1257,192,427
1258,193,428
1259,193,428
1260,193,428
1261,194,429
1262,194,429
1263,194,429
1264,194,429
1265,194,429
1266,194,429
1267,195,430
1268,195,430
1269,195,430
1270,195,430
1271,195,430
1272,196,431
1273,196,431
1274,196,431
1275,196,431
1276,196,431
1277,196,431
1278,197,432
1279,197,432
1280,197,432
1281,197,432
1282,197,432
1283,197,432
1284,198,433
1285,198,433
1286,198,433
1287,198,433
1288,198,433
1289,198,433
1290,199,434
1291,199,434
1292,199,434
1293,199,434
1294,199,434
1295,199,434
1296,200,435
1297,200,435
1298,200,435
1299,200,435
1300,200,435
1301,200,435
1302,201,436
1303,201,436
1304,201,436
1305,201,436
1306,201,436
1307,201,436
1308,201,436
1309,202,437
1310,202,437
1311,202,437
1312,202,437
1313,202,437
1314,202,437
1315,203,438
1316,203,438
1317,203,438
1318,203,438
1319,203,438
1320,204,439
1321,204,439
1322,204,439
1323,204,439
1324,204,439
1325,205,440
1326,205,440
1327,205,440
1328,205,440
1329,206,441
1330,206,441
1331,206,441
1332,206,441
1333,206,441
1334,206,441
1335,207,442
1336,207,442
1337,207,442
1338,208,443
1339,208,443
1340,208,443
1341,208,443
1342,208,443
1343,209,444
1344,209,444
1345,209,444
1346,209,444
1347,209,444
1348,210,445
1349,210,445
1350,210,445
1351,210,445
1352,210,445
1353,210,445
1354,211,446
1355,211,446
1356,211,446
1357,211,446
1358,211,446
1359,212,447
1360,212,447
1361,212,447
1362,212,447
1363,212,447
1364,212,447
1365,213,448
1366,213,448
1367,213,448
1368,213,448
1369,213,448
1370,213,448
1371,214,449
1372,214,449
1373,214,449
1374,214,449
1375,214,449
1376,215,450
1377,215,450
1378,215,450
1379,215,450
1380,215,450
1381,215,450
1382,216,451
1383,216,451
1384,216,451
1385,216,451
1386,216,451
1387,217,452
1388,217,452
1389,217,452
1390,217,452
1391,217,452
1392,218,453
1393,218,453
1394,218,453
1395,218,453
1396,218,453
1397,219,454
1398,219,454
1399,220,455
1400,220,455
1401,220,455
1402,220,455
1403,220,455
1404,221,456
1405,221,456
1406,221,456
1407,221,456
1408,221,456
1409,222,457
1410,222,457
1411,222,457
1412,222,457
1413,222,457
1414,222,457
1415,223,458
1416,223,458
1417,223,458
1418,223,458
1419,223,458
1420,224,459
1421,224,459
1422,224,459
1423,224,459
1424,224,459
1425,224,459
1426,225,460
1427,225,460
1428,225,460
1429,225,460
1430,226,461
1431,226,461
1432,226,461
1433,226,461
1434,226,461
1435,226,461
1436,226,461
1437,226,461
1438,226,461
1439,226,461
1440,226,461
1441,226,461
1442,227,462
1443,227,462
1444,227,462
1445,227,462
1446,227,462
1447,227,462
1448,227,462
1449,227,462
1450,227,462
1451,228,463
1452,228,463
1453,228,463
1454,228,463
1455,229,464
1456,230,465
1457,230,465
1458,230,465
1459,230,465
1460,230,465
1461,230,465
1462,231,466
1463,232,467
1464,233,468
1465,233,468
1466,233,468
1467,234,469
1468,234,469
1469,234,469
1470,234,469
1471,234,469
1472,235,470
1473,235,470
1474,236,471
1475,237,472
1476,237,472
1477,237,472
1478,237,472
1479,237,472
1480,237,472
1481,237,472
1482,237,472
1483,237,472
1484,237,472
1485,237,472
1486,237,472
1487,237,472
1488,237,472
1489,237,472
1490,237,472
1491,237,472
1492,237,472
1493,238,473
1494,238,473
1495,238,473
1496,239,474
1497,239,474
1498,239,474
1499,239,474
1500,239,474
1501,239,474
1502,239,474
1503,239,474
1504,239,474
1505,239,474
1506,239,474
1507,239,474
1508,239,474
1509,239,474
1510,240,475
1511,240,475
1512,240,475
1513,240,475
1514,240,475
1515,240,475
1516,240,475
1517,240,475
1518,240,475
1519,240,475
1520,240,475
1521,240,475
1522,240,475
1523,240,475
1524,240,475
1525,240,475
1526,240,475
1527,240,475
1528,240,475
1529,241,476
1530,241,476
1531,241,476
1532,241,476
1533,242,477
1534,243,478
1535,243,478
1536,243,478
1537,243,478
1538,243,478
1539,243,478
1540,243,478
1541,243,478
1542,243,478
1543,243,478
1544,243,478
1545,243,478
1546,243,478
1547,243,478
1548,243,478
1549,243,478
1550,244,479
1551,244,479
1552,244,479
1553,244,479
1554,244,479
1555,245,480
1556,245,480
1557,245,480
1558,245,480
1559,245,480
1560,245,480
1561,245,480
1562,245,480
1563,245,480
1564,246,481
1565,246,481
1566,247,482
1567,247,482
1568,247,482
1569,247,482
1570,247,482
1571,247,482
1572,247,482
1573,247,482
1574,247,482
1575,247,482
1576,247,482
1577,247,482
1578,248,483
1579,248,483
1580,248,483
1581,248,483
1582,248,483
1583,248,483
1584,248,483
1585,249,484
1586,249,484
1587,250,485
1588,250,485
1589,250,485
1590,250,485
1591,250,485
1592,250,485
1593,250,485
1594,250,485
1595,250,485
1596,251,486
1597,251,486
1598,251,486
1599,251,486
1600,251,486
1601,251,486
1602,251,486
1603,251,486
1604,251,486
1605,251,486
1606,251,486
1607,251,486
1608,251,486
1609,252,487
1610,252,487
1611,252,487
1612,252,487
1613,252,487
1614,253,488
1615,253,488
1616,253,488
1617,253,488
1618,253,488
1619,253,488
1620,253,488
1621,253,488
1622,253,488
1623,253,488
1624,253,488
1625,253,488
1626,253,488
1627,253,488
1628,253,488
1629,254,489
1630,254,489
1631,254,489
1632,254,489
1633,254,489
1634,254,489
1635,254,489
1636,255,490
1637,255,490
1638,255,490
1639,255,490
1640,255,490
1641,255,490
1642,255,490
1643,255,490
1644,255,490
1645,255,490
1646,255,490
1647,255,490
1648,255,490
1649,255,490
1650,255,490
1651,255,490
1652,256,491
1653,256,491
1654,256,491
1655,256,491
1656,256,491
1657,256,491
1658,256,491
1659,256,491
1660,256,491
1661,256,491
1662,256,491
1663,256,491
1664,256,491
1665,256,491
1666,256,491
1667,256,491
1668,256,491
1669,257,492
1670,257,492
1671,258,493
1672,258,493
1673,258,493
1674,258,493
1675,258,493
1676,258,493
1677,258,493
1678,258,493
1679,258,493
1680,258,493
1681,258,493
1682,258,493
1683,258,493
1684,258,493
1685,258,493
1686,258,493
1687,258,493
1688,258,493
1689,258,493
1690,258,493
1691,259,494
1692,259,494
1693,259,494
1694,259,494
1695,259,494
1696,259,494
1697,259,494
1698,259,494
1699,259,494
1700,259,494
1701,259,494
1702,259,494
1703,259,494
1704,259,494
1705,259,494
1706,259,494
1707,259,494
1708,259,494
1709,260,495
1710,260,495
1711,260,495
1712,260,495
